ch_Species Acp_g Bcp_g Ccp_g Dcp_g Ecp_g AcpH_g BcpH_g CcpH_g DcpH_g EcpH_g Tmin Tmed Tmax Amu_g Bmu_g Cmu_g Ak_g Bk_g Ck_g Ad Bd Cd
1,trans-3-dimethyl-trans-4-ethylcyclopentane -2.3245 0.12112 -6.5659e-05 1.0565e-08 1.6184e-12 21.9948 0.065711 -2.6735e-05 4.8777e-09 -3.3349e-13 100 1234.77 5000 0 0 0 0 0 0 0 0 0
isobutylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
isopropylcyclohexane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1-methyl-1-ethylcyclohexane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1-methyl-1-isopropylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1-methyl-1-propylcyclopentane -2.3245 0.12112 -6.5659e-05 1.0565e-08 1.6184e-12 21.9948 0.065711 -2.6735e-05 4.8777e-09 -3.3349e-13 100 1234.77 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-2-ethylcyclohexane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-2-isopropylcyclopentane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-2-propylcyclopentane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-3-ethylcyclohexane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-3-isopropylcyclopentane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-3-propylcyclopentane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-4-ethylcyclohexane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-2-ethylcyclohexane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-2-isopropylcyclopentane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-2-propylcyclopentane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-3-ethylcyclohexane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-3-isopropylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-3-propylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-4-ethylcyclohexane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
propylcyclohexane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
1,cis-2,cis-3,cis-4-tetramethylcyclopentane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
1,cis-2,trans-3,trans-4-tetramethylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1,cis-2,trans-3,cis-4-tetramethylcyclopentane -2.3245 0.12112 -6.5659e-05 1.0565e-08 1.6184e-12 21.9948 0.065711 -2.6735e-05 4.8777e-09 -3.3349e-13 100 1234.77 5000 0 0 0 0 0 0 0 0 0
1,cis-2,cis-3,trans-4-tetramethylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1,1,cis-3,cis-4-tetramethylcyclopentane -2.3245 0.12112 -6.5659e-05 1.0565e-08 1.6184e-12 21.9948 0.065711 -2.6735e-05 4.8777e-09 -3.3349e-13 100 1234.77 5000 0 0 0 0 0 0 0 0 0
1,2,2,trans-3-tetramethylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1,1,cis-2,cis-4-tetramethylcyclopentane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
1,1,3,3-tetramethylcyclopentane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
1,1,cis-3,trans-4-tetramethylcyclopentane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
1,2,2,cis-3-tetramethylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1,1,cis-2,trans-3-tetramethylcyclopentane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
1,1,cis-2,cis-3-tetramethylcyclopentane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
1,1,2,2-tetramethylcyclopentane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
1,trans-2,trans-3,cis-4-tetramethylcyclopentane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
1,trans-2,cis-3,trans-4-tetramethylcyclopentane -2.1866 0.11281 -2.695e-05 -3.8e-08 2.0194e-11 23.4425 0.063651 -2.5689e-05 4.809e-09 -3.3983e-13 100 1052.15 5000 0 0 0 0 0 0 0 0 0
1,trans-2,trans-4-trimethylcyclohexane -2.1866 0.11281 -2.695e-05 -3.8e-08 2.0194e-11 23.4425 0.063651 -2.5689e-05 4.809e-09 -3.3983e-13 100 1052.15 5000 0 0 0 0 0 0 0 0 0
1,cis-2,trans-4-trimethylcyclohexane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
1,cis-2,cis-3-trimethylcyclohexane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
cis,trans-1,3,5-trimethylcyclohexane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
1,cis-3,cis-5-trimethylcyclohexane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
1,trans-2,cis-4-trimethylcyclohexane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
1,cis-3,trans-5-trimethylcyclohexane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
1,1,3-trimethylcyclohexane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
1,cis-2,trans-3-trimethylcyclohexane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
1,1,4-trimethylcyclohexane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
1,1,2-trimethylcyclohexane -1.9464 0.11206 -4.001e-05 -1.6839e-08 1.1602e-11 19.6491 0.067283 -2.6566e-05 4.847e-09 -3.3507e-13 100 1081.83 5000 0 0 0 0 0 0 0 0 0
1,cis-2,cis-4-trimethylcyclohexane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
1,trans-2,cis-3-trimethylcyclohexane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
cyclodecane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
butylcyclohexane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
pentylcyclopentane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
cycloundecane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
pentylcyclohexane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
hexylcyclopentane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
cyclododecane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
heptylcyclopentane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
hexylcyclohexane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
cis-decahydronaphthalene -0.0029244 0.076937 -3.4803e-05 1.8612e-09 2.0156e-12 13.8379 0.048594 -1.9547e-05 3.5284e-09 -2.3906e-13 100 1262.74 5000 0 0 0 0 0 0 0 0 0
trans-decahydronaphthalene -0.88525 0.094053 -5.494e-05 1.5832e-08 -1.8419e-12 23.07 0.044924 -1.7157e-05 2.9173e-09 -1.8648e-13 100 1950.39 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-decahydronaphthalene -1.3704 0.10723 -6.4278e-05 1.9204e-08 -2.3402e-12 22.7911 0.054788 -2.1594e-05 3.7627e-09 -2.4553e-13 100 1842.9 5000 0 0 0 0 0 0 0 0 0
2-methyl-cis-decahydronaphthalene -1.8759 0.12058 -7.3994e-05 2.2863e-08 -2.908e-12 22.7565 0.064399 -2.594e-05 4.5954e-09 -3.0399e-13 100 1753.78 5000 0 0 0 0 0 0 0 0 0
4a-methyl-cis-decahydronaphthalene -2.3989 0.13408 -8.4052e-05 2.6792e-08 -3.5443e-12 22.9021 0.073813 -3.0213e-05 5.4165e-09 -3.6184e-13 100 1679.17 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-decahydronaphthalene -2.9364 0.14771 -9.4413e-05 3.097e-08 -4.246e-12 23.1871 0.083068 -3.4421e-05 6.2271e-09 -4.1907e-13 100 1616.4 5000 0 0 0 0 0 0 0 0 0
4a-methyl-trans-decahydronaphthalene -3.486 0.16146 -0.00010504 3.5374e-08 -5.0092e-12 23.5814 0.092192 -3.8575e-05 7.028e-09 -4.7569e-13 100 1563.17 5000 0 0 0 0 0 0 0 0 0
2-methyl-trans-decahydronaphthalene -4.0456 0.17529 -0.0001159 3.998e-08 -5.829e-12 24.0635 0.10121 -4.2682e-05 7.8201e-09 -5.3172e-13 100 1517.75 5000 0 0 0 0 0 0 0 0 0
bicyclohexyl -4.6135 0.1892 -0.00012695 4.4764e-08 -6.7005e-12 24.6166 0.11013 -4.6748e-05 8.6044e-09 -5.8722e-13 100 1478.73 5000 0 0 0 0 0 0 0 0 0
1,4a-dimethyl-trans-decahydronaphthalene -5.1882 0.20318 -0.00013818 4.9705e-08 -7.6186e-12 25.2279 0.11898 -5.0778e-05 9.3817e-09 -6.4222e-13 100 1445 5000 0 0 0 0 0 0 0 0 0
1-ethyl-cis-decahydronaphthalene -5.7686 0.21721 -0.00014955 5.4785e-08 -8.5787e-12 25.8867 0.12777 -5.4779e-05 1.0153e-08 -6.9679e-13 100 1415.63 5000 0 0 0 0 0 0 0 0 0
4a-ethyl-cis-decahydronaphthalene -6.3537 0.23129 -0.00016105 5.9985e-08 -9.5761e-12 26.5857 0.1365 -5.8752e-05 1.0919e-08 -7.5095e-13 100 1389.95 5000 0 0 0 0 0 0 0 0 0
2-ethyl-cis-decahydronaphthalene -6.9427 0.24541 -0.00017266 6.5292e-08 -1.0607e-11 27.3174 0.14518 -6.2703e-05 1.168e-08 -8.0478e-13 100 1367.29 5000 0 0 0 0 0 0 0 0 0
1-ethyl-trans-decahydronaphthalene -7.535 0.25956 -0.00018436 7.0691e-08 -1.1668e-11 28.0774 0.15383 -6.6635e-05 1.2437e-08 -8.5829e-13 100 1347.25 5000 0 0 0 0 0 0 0 0 0
2-ethyl-trans-decahydronaphthalene 0.03059 0.072152 -9.3105e-06 -3.0846e-08 1.4513e-11 15.1224 0.047151 -1.9019e-05 3.5403e-09 -2.4861e-13 100 1061.43 5000 0 0 0 0 0 0 0 0 0
dicyclohexylmethane 0.03059 0.072152 -9.3105e-06 -3.0846e-08 1.4513e-11 15.1224 0.047151 -1.9019e-05 3.5403e-09 -2.4861e-13 100 1061.43 5000 0 0 0 0 0 0 0 0 0
1,1-dicyclohexylethane 0.19117 0.070135 -9.5971e-06 -2.7822e-08 1.3141e-11 13.4326 0.048457 -1.9087e-05 3.4935e-09 -2.4256e-13 100 1058.23 5000 0 0 0 0 0 0 0 0 0
1,1-dicyclohexylpropane 0.19117 0.070135 -9.5971e-06 -2.7822e-08 1.3141e-11 13.4326 0.048457 -1.9087e-05 3.4935e-09 -2.4256e-13 100 1058.23 5000 0 0 0 0 0 0 0 0 0
benzene -0.0029244 0.076937 -3.4803e-05 1.8612e-09 2.0156e-12 13.8379 0.048594 -1.9547e-05 3.5284e-09 -2.3906e-13 100 1262.74 5000 0 0 0 0 0 0 0 0 0
toluene -0.88525 0.094053 -5.494e-05 1.5832e-08 -1.8419e-12 23.07 0.044924 -1.7157e-05 2.9173e-09 -1.8648e-13 100 1950.39 5000 0 0 0 0 0 0 0 0 0
ethylbenzene -1.3704 0.10723 -6.4278e-05 1.9204e-08 -2.3402e-12 22.7911 0.054788 -2.1594e-05 3.7627e-09 -2.4553e-13 100 1842.9 5000 0 0 0 0 0 0 0 0 0
m-xylene -1.8759 0.12058 -7.3994e-05 2.2863e-08 -2.908e-12 22.7565 0.064399 -2.594e-05 4.5954e-09 -3.0399e-13 100 1753.78 5000 0 0 0 0 0 0 0 0 0
o-xylene -2.3989 0.13408 -8.4052e-05 2.6792e-08 -3.5443e-12 22.9021 0.073813 -3.0213e-05 5.4165e-09 -3.6184e-13 100 1679.17 5000 0 0 0 0 0 0 0 0 0
p-xylene -2.9364 0.14771 -9.4413e-05 3.097e-08 -4.246e-12 23.1871 0.083068 -3.4421e-05 6.2271e-09 -4.1907e-13 100 1616.4 5000 0 0 0 0 0 0 0 0 0
cumene -3.486 0.16146 -0.00010504 3.5374e-08 -5.0092e-12 23.5814 0.092192 -3.8575e-05 7.028e-09 -4.7569e-13 100 1563.17 5000 0 0 0 0 0 0 0 0 0
p-ethyltoluene -4.0456 0.17529 -0.0001159 3.998e-08 -5.829e-12 24.0635 0.10121 -4.2682e-05 7.8201e-09 -5.3172e-13 100 1517.75 5000 0 0 0 0 0 0 0 0 0
m-ethyltoluene -4.6135 0.1892 -0.00012695 4.4764e-08 -6.7005e-12 24.6166 0.11013 -4.6748e-05 8.6044e-09 -5.8722e-13 100 1478.73 5000 0 0 0 0 0 0 0 0 0
o-ethyltoluene -5.1882 0.20318 -0.00013818 4.9705e-08 -7.6186e-12 25.2279 0.11898 -5.0778e-05 9.3817e-09 -6.4222e-13 100 1445 5000 0 0 0 0 0 0 0 0 0
mesitylene -5.7686 0.21721 -0.00014955 5.4785e-08 -8.5787e-12 25.8867 0.12777 -5.4779e-05 1.0153e-08 -6.9679e-13 100 1415.63 5000 0 0 0 0 0 0 0 0 0
propylbenzene -6.3537 0.23129 -0.00016105 5.9985e-08 -9.5761e-12 26.5857 0.1365 -5.8752e-05 1.0919e-08 -7.5095e-13 100 1389.95 5000 0 0 0 0 0 0 0 0 0
1,2,3-trimethylbenzene -6.9427 0.24541 -0.00017266 6.5292e-08 -1.0607e-11 27.3174 0.14518 -6.2703e-05 1.168e-08 -8.0478e-13 100 1367.29 5000 0 0 0 0 0 0 0 0 0
1,2,4-trimethylbenzene -7.535 0.25956 -0.00018436 7.0691e-08 -1.1668e-11 28.0774 0.15383 -6.6635e-05 1.2437e-08 -8.5829e-13 100 1347.25 5000 0 0 0 0 0 0 0 0 0
tert-butylbenzene 0.03059 0.072152 -9.3105e-06 -3.0846e-08 1.4513e-11 15.1224 0.047151 -1.9019e-05 3.5403e-09 -2.4861e-13 100 1061.43 5000 0 0 0 0 0 0 0 0 0
sec-butylbenzene 0.03059 0.072152 -9.3105e-06 -3.0846e-08 1.4513e-11 15.1224 0.047151 -1.9019e-05 3.5403e-09 -2.4861e-13 100 1061.43 5000 0 0 0 0 0 0 0 0 0
butylbenzene 0.19117 0.070135 -9.5971e-06 -2.7822e-08 1.3141e-11 13.4326 0.048457 -1.9087e-05 3.4935e-09 -2.4256e-13 100 1058.23 5000 0 0 0 0 0 0 0 0 0
m-cymene 0.19117 0.070135 -9.5971e-06 -2.7822e-08 1.3141e-11 13.4326 0.048457 -1.9087e-05 3.4935e-09 -2.4256e-13 100 1058.23 5000 0 0 0 0 0 0 0 0 0
p-cymene 0.10635 0.073442 -2.2094e-05 -1.282e-08 7.3939e-12 13.1589 0.049257 -1.9708e-05 3.5981e-09 -2.4773e-13 100 1120.69 5000 0 0 0 0 0 0 0 0 0
o-cymene 0.10635 0.073442 -2.2094e-05 -1.282e-08 7.3939e-12 13.1589 0.049257 -1.9708e-05 3.5981e-09 -2.4773e-13 100 1120.69 5000 0 0 0 0 0 0 0 0 0
m-diethylbenzene 0.10635 0.073442 -2.2094e-05 -1.282e-08 7.3939e-12 13.1589 0.049257 -1.9708e-05 3.5981e-09 -2.4773e-13 100 1120.69 5000 0 0 0 0 0 0 0 0 0
o-diethylbenzene 0.097802 0.06902 2.7413e-06 -4.5517e-08 2.0229e-11 15.6962 0.045873 -1.8135e-05 3.3757e-09 -2.386e-13 100 1029.27 5000 0 0 0 0 0 0 0 0 0
p-diethylbenzene -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
5-ethyl-m-xylene -0.73285 0.088268 -2.7578e-05 -1.7417e-08 1.0256e-11 16.9621 0.05404 -2.197e-05 4.0715e-09 -2.8372e-13 100 1100.04 5000 0 0 0 0 0 0 0 0 0
4-ethyl-m-xylene -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
2-ethyl-m-xylene -0.73285 0.088268 -2.7578e-05 -1.7417e-08 1.0256e-11 16.9621 0.05404 -2.197e-05 4.0715e-09 -2.8372e-13 100 1100.04 5000 0 0 0 0 0 0 0 0 0
4-ethyl-o-xylene -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
3-ethyl-o-xylene -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
2-ethyl-p-xylene -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
isobutylbenzene -0.6896 0.089871 -4.1136e-05 1.166e-09 3.0813e-12 15.6711 0.055097 -2.2092e-05 4.0013e-09 -2.7261e-13 100 1206.85 5000 0 0 0 0 0 0 0 0 0
1-methyl-2-propylbenzene -0.73285 0.088268 -2.7578e-05 -1.7417e-08 1.0256e-11 16.9621 0.05404 -2.197e-05 4.0715e-09 -2.8372e-13 100 1100.04 5000 0 0 0 0 0 0 0 0 0
1-methyl-3-propylbenzene -0.6896 0.089871 -4.1136e-05 1.166e-09 3.0813e-12 15.6711 0.055097 -2.2092e-05 4.0013e-09 -2.7261e-13 100 1206.85 5000 0 0 0 0 0 0 0 0 0
1-methyl-4-propylbenzene -0.6896 0.089871 -4.1136e-05 1.166e-09 3.0813e-12 15.6711 0.055097 -2.2092e-05 4.0013e-09 -2.7261e-13 100 1206.85 5000 0 0 0 0 0 0 0 0 0
1,2,3,5-tetramethylbenzene -0.6896 0.089871 -4.1136e-05 1.166e-09 3.0813e-12 15.6711 0.055097 -2.2092e-05 4.0013e-09 -2.7261e-13 100 1206.85 5000 0 0 0 0 0 0 0 0 0
1,2,4,5-tetramethylbenzene -0.74993 0.083937 -3.0211e-06 -4.9818e-08 2.2992e-11 19.5984 0.050497 -2.031e-05 3.8292e-09 -2.7299e-13 100 1033.08 5000 0 0 0 0 0 0 0 0 0
1,2,3,4-tetramethylbenzene -0.65489 0.085032 -1.5285e-05 -3.2222e-08 1.5948e-11 17.3312 0.053088 -2.1266e-05 3.9478e-09 -2.7702e-13 100 1056.45 5000 0 0 0 0 0 0 0 0 0
naphthalene -0.0029244 0.076937 -3.4803e-05 1.8612e-09 2.0156e-12 13.8379 0.048594 -1.9547e-05 3.5284e-09 -2.3906e-13 100 1262.74 5000 0 0 0 0 0 0 0 0 0
2-methylnaphthalene -0.88525 0.094053 -5.494e-05 1.5832e-08 -1.8419e-12 23.07 0.044924 -1.7157e-05 2.9173e-09 -1.8648e-13 100 1950.39 5000 0 0 0 0 0 0 0 0 0
1-methylnaphthalene -1.3704 0.10723 -6.4278e-05 1.9204e-08 -2.3402e-12 22.7911 0.054788 -2.1594e-05 3.7627e-09 -2.4553e-13 100 1842.9 5000 0 0 0 0 0 0 0 0 0
1,5-dimethylnaphthalene -1.8759 0.12058 -7.3994e-05 2.2863e-08 -2.908e-12 22.7565 0.064399 -2.594e-05 4.5954e-09 -3.0399e-13 100 1753.78 5000 0 0 0 0 0 0 0 0 0
2,7-dimethylnaphthalene -2.3989 0.13408 -8.4052e-05 2.6792e-08 -3.5443e-12 22.9021 0.073813 -3.0213e-05 5.4165e-09 -3.6184e-13 100 1679.17 5000 0 0 0 0 0 0 0 0 0
2,6-dimethylnaphthalene -2.9364 0.14771 -9.4413e-05 3.097e-08 -4.246e-12 23.1871 0.083068 -3.4421e-05 6.2271e-09 -4.1907e-13 100 1616.4 5000 0 0 0 0 0 0 0 0 0
2,3-dimethylnaphthalene -3.486 0.16146 -0.00010504 3.5374e-08 -5.0092e-12 23.5814 0.092192 -3.8575e-05 7.028e-09 -4.7569e-13 100 1563.17 5000 0 0 0 0 0 0 0 0 0
1,8-dimethylnaphthalene -4.0456 0.17529 -0.0001159 3.998e-08 -5.829e-12 24.0635 0.10121 -4.2682e-05 7.8201e-09 -5.3172e-13 100 1517.75 5000 0 0 0 0 0 0 0 0 0
