ch_Species Acp_g Bcp_g Ccp_g Dcp_g Ecp_g AcpH_g BcpH_g CcpH_g DcpH_g EcpH_g Tmin Tmed Tmax Amu_g Bmu_g Cmu_g Ak_g Bk_g Ck_g Ad Bd Cd
4-isopropylheptane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
3-methylnonane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
2-methylnonane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
4-methylnonane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
5-methylnonane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,4-pentamethylpentane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,4-pentamethylpentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
4-propylheptane -2.3245 0.12112 -6.5659e-05 1.0565e-08 1.6184e-12 21.9948 0.065711 -2.6735e-05 4.8777e-09 -3.3349e-13 100 1234.77 5000 0 0 0 0 0 0 0 0 0
2,2,4,5-tetramethylhexane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
2,2,4,4-tetramethylhexane -2.3245 0.12112 -6.5659e-05 1.0565e-08 1.6184e-12 21.9948 0.065711 -2.6735e-05 4.8777e-09 -3.3349e-13 100 1234.77 5000 0 0 0 0 0 0 0 0 0
2,2,3,3-tetramethylhexane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
2,2,3,4-tetramethylhexane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
3,3,4,4-tetramethylhexane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
2,3,4,4-tetramethylhexane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
2,3,3,5-tetramethylhexane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
2,3,3,4-tetramethylhexane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
2,3,4,5-tetramethylhexane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
2,2,5,5-tetramethylhexane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
2,2,3,5-tetramethylhexane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
2,3,5-trimethylheptane -2.1866 0.11281 -2.695e-05 -3.8e-08 2.0194e-11 23.4425 0.063651 -2.5689e-05 4.809e-09 -3.3983e-13 100 1052.15 5000 0 0 0 0 0 0 0 0 0
2,4,5-trimethylheptane -2.1866 0.11281 -2.695e-05 -3.8e-08 2.0194e-11 23.4425 0.063651 -2.5689e-05 4.809e-09 -3.3983e-13 100 1052.15 5000 0 0 0 0 0 0 0 0 0
3,4,5-trimethylheptane -2.196 0.12163 -7.4979e-05 2.3239e-08 -2.9377e-12 25.4707 0.05993 -2.3388e-05 4.0646e-09 -2.6528e-13 100 1793.78 5000 0 0 0 0 0 0 0 0 0
3,4,4-trimethylheptane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
3,3,5-trimethylheptane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
3,3,4-trimethylheptane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
2,3,3-trimethylheptane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
2,4,6-trimethylheptane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
2,4,4-trimethylheptane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
2,3,6-trimethylheptane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
2,3,4-trimethylheptane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
2,2,6-trimethylheptane -1.9464 0.11206 -4.001e-05 -1.6839e-08 1.1602e-11 19.6491 0.067283 -2.6566e-05 4.847e-09 -3.3507e-13 100 1081.83 5000 0 0 0 0 0 0 0 0 0
2,2,5-trimethylheptane -2.2614 0.11602 -3.9183e-05 -2.3211e-08 1.4482e-11 23.0022 0.064715 -2.6455e-05 4.9466e-09 -3.4766e-13 100 1081.66 5000 0 0 0 0 0 0 0 0 0
2,2,3-trimethylheptane -2.1039 0.11404 -3.9595e-05 -2.0027e-08 1.3043e-11 21.3254 0.066 -2.6511e-05 4.8969e-09 -3.4137e-13 100 1081.73 5000 0 0 0 0 0 0 0 0 0
2,5,5-trimethylheptane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
2,2,4-trimethylheptane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
3,3-diethyl-2-methylpentane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
3,3-diethylhexane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
3,4-diethylhexane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
2,4-dimethyl-3-isopropylpentane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
3,4-diethylheptane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
3,3-diethylheptane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
4,4-diethylheptane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
3,5-diethylheptane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
2,4-dimethyl-3,3-diethylpentane -2.0519 0.11558 -5.3131e-05 -1.2201e-09 5.6741e-12 19.6522 0.067644 -2.6946e-05 4.8968e-09 -3.3582e-13 100 1143.78 5000 0 0 0 0 0 0 0 0 0
2,2-dimethyl-3,3-diethylpentane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
4,4-dimethyl-3-ethylheptane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
2,4-dimethyl-3-ethylheptane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
3,4-dimethyl-3-ethylheptane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
3,5-dimethyl-3-ethylheptane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
2,6-dimethyl-3-ethylheptane -2.1979 0.11743 -5.2316e-05 -4.8636e-09 7.2815e-12 21.2229 0.066529 -2.6984e-05 4.968e-09 -3.4385e-13 100 1133.25 5000 0 0 0 0 0 0 0 0 0
2,5-dimethyl-3-ethylheptane -2.3245 0.12112 -6.5659e-05 1.0565e-08 1.6184e-12 21.9948 0.065711 -2.6735e-05 4.8777e-09 -3.3349e-13 100 1234.77 5000 0 0 0 0 0 0 0 0 0
2,3-dimethyl-3-ethylheptane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
2,2-dimethyl-3-ethylheptane -1.9464 0.11206 -4.001e-05 -1.6839e-08 1.1602e-11 19.6491 0.067283 -2.6566e-05 4.847e-09 -3.3507e-13 100 1081.83 5000 0 0 0 0 0 0 0 0 0
2,4-dimethyl-3-isopropylhexane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
2,2-dimethyl-3-isopropylhexane -3.3228 0.13949 -8.9621e-05 2.8732e-08 -3.7183e-12 31.4967 0.061359 -2.388e-05 4.1468e-09 -2.7045e-13 100 1782.67 5000 0 0 0 0 0 0 0 0 0
2,3-dimethyl-3-isopropylhexane -3.3228 0.13949 -8.9621e-05 2.8732e-08 -3.7183e-12 31.4967 0.061359 -2.388e-05 4.1468e-09 -2.7045e-13 100 1782.67 5000 0 0 0 0 0 0 0 0 0
2,5-dimethyl-3-isopropylhexane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
3,5-dimethyl-4-ethylheptane -2.8817 0.1303 -5.8313e-05 -6.1356e-09 8.6412e-12 23.3412 0.072608 -2.9307e-05 5.3927e-09 -3.7363e-13 100 1118.75 5000 0 0 0 0 0 0 0 0 0
2,3-dimethyl-4-ethylheptane -3.033 0.13222 -5.7678e-05 -9.5815e-09 1.0179e-11 24.9688 0.071403 -2.9296e-05 5.4526e-09 -3.8075e-13 100 1113.98 5000 0 0 0 0 0 0 0 0 0
2,4-dimethyl-4-ethylheptane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
2,5-dimethyl-4-ethylheptane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2,6-dimethyl-4-ethylheptane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
3,3-dimethyl-4-ethylheptane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
3,4-dimethyl-4-ethylheptane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2,2-dimethyl-4-ethylheptane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2,2-dimethyl-5-ethylheptane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
2,3-dimethyl-5-ethylheptane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
2,4-dimethyl-5-ethylheptane -2.7325 0.12842 -5.9025e-05 -2.6015e-09 7.0704e-12 21.732 0.073783 -2.9303e-05 5.329e-09 -3.662e-13 100 1125.21 5000 0 0 0 0 0 0 0 0 0
2,5-dimethyl-5-ethylheptane -2.8817 0.1303 -5.8313e-05 -6.1356e-09 8.6412e-12 23.3412 0.072608 -2.9307e-05 5.3927e-09 -3.7363e-13 100 1118.75 5000 0 0 0 0 0 0 0 0 0
3,3-dimethyl-5-ethylheptane -2.8817 0.1303 -5.8313e-05 -6.1356e-09 8.6412e-12 23.3412 0.072608 -2.9307e-05 5.3927e-09 -3.7363e-13 100 1118.75 5000 0 0 0 0 0 0 0 0 0
3,4-dimethyl-5-ethylheptane -2.7325 0.12842 -5.9025e-05 -2.6015e-09 7.0704e-12 21.732 0.073783 -2.9303e-05 5.329e-09 -3.662e-13 100 1125.21 5000 0 0 0 0 0 0 0 0 0
4,4-dimethylnonane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2,5-dimethylnonane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
3,4-dimethylnonane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
3,5-dimethylnonane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
3,6-dimethylnonane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2,6-dimethylnonane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
3,3-dimethylnonane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
3,7-dimethylnonane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
2,4-dimethylnonane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
2,3-dimethylnonane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2,2-dimethylnonane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
4,5-dimethylnonane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
4,6-dimethylnonane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
5,5-dimethylnonane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2,7-dimethylnonane -3.3228 0.13949 -8.9621e-05 2.8732e-08 -3.7183e-12 31.4967 0.061359 -2.388e-05 4.1468e-09 -2.7045e-13 100 1782.67 5000 0 0 0 0 0 0 0 0 0
2,8-dimethylnonane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
5-ethylnonane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
4-ethylnonane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
3-ethylnonane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
2,2,3,3,4,4-hexamethylpentane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
4-isopropyloctane -3.3228 0.13949 -8.9621e-05 2.8732e-08 -3.7183e-12 31.4967 0.061359 -2.388e-05 4.1468e-09 -2.7045e-13 100 1782.67 5000 0 0 0 0 0 0 0 0 0
2-methyl-3,3-diethylhexane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
2-methyl-3,4-diethylhexane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
3-methyl-3,4-diethylhexane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
2-methyl-3-ethyloctane -3.3228 0.13949 -8.9621e-05 2.8732e-08 -3.7183e-12 31.4967 0.061359 -2.388e-05 4.1468e-09 -2.7045e-13 100 1782.67 5000 0 0 0 0 0 0 0 0 0
4-methyl-3-ethyloctane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
3-methyl-3-ethyloctane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
2-methyl-3-isopropylheptane -3.3228 0.13949 -8.9621e-05 2.8732e-08 -3.7183e-12 31.4967 0.061359 -2.388e-05 4.1468e-09 -2.7045e-13 100 1782.67 5000 0 0 0 0 0 0 0 0 0
3-methyl-4,4-diethylhexane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
2-methyl-4,4-diethylhexane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
3-methyl-4-ethyloctane -2.705 0.13501 -8.4774e-05 2.6965e-08 -3.5237e-12 25.6678 0.069228 -2.7583e-05 4.8661e-09 -3.2142e-13 100 1725.29 5000 0 0 0 0 0 0 0 0 0
2-methyl-4-ethyloctane -2.705 0.13501 -8.4774e-05 2.6965e-08 -3.5237e-12 25.6678 0.069228 -2.7583e-05 4.8661e-09 -3.2142e-13 100 1725.29 5000 0 0 0 0 0 0 0 0 0
4-methyl-4-ethyloctane -2.705 0.13501 -8.4774e-05 2.6965e-08 -3.5237e-12 25.6678 0.069228 -2.7583e-05 4.8661e-09 -3.2142e-13 100 1725.29 5000 0 0 0 0 0 0 0 0 0
4-methyl-4-isopropylheptane -3.0331 0.12771 -3.2658e-05 -4.2376e-08 2.2992e-11 27.3445 0.068276 -2.7865e-05 5.2627e-09 -3.7424e-13 100 1051.92 5000 0 0 0 0 0 0 0 0 0
2-methyl-4-isopropylheptane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
3-methyl-4-isopropylheptane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
3-methyl-4-propylheptane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2-methyl-4-propylheptane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
4-methyl-4-propylheptane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
2-methyl-5-ethyloctane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
4-methyl-5-ethyloctane -3.3228 0.13949 -8.9621e-05 2.8732e-08 -3.7183e-12 31.4967 0.061359 -2.388e-05 4.1468e-09 -2.7045e-13 100 1782.67 5000 0 0 0 0 0 0 0 0 0
3-methyl-5-ethyloctane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
4-methyl-6-ethyloctane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
3-methyl-6-ethyloctane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
2-methyl-6-ethyloctane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
4-methyldecane -3.0218 0.13603 -8.5697e-05 2.7292e-08 -3.5406e-12 28.3387 0.06481 -2.5052e-05 4.3391e-09 -2.8294e-13 100 1761.48 5000 0 0 0 0 0 0 0 0 0
2-methyldecane -3.3228 0.13949 -8.9621e-05 2.8732e-08 -3.7183e-12 31.4967 0.061359 -2.388e-05 4.1468e-09 -2.7045e-13 100 1782.67 5000 0 0 0 0 0 0 0 0 0
3-methyldecane -3.0028 0.13396 -7.1665e-05 9.4673e-09 2.8443e-12 23.8185 0.072236 -2.9294e-05 5.3545e-09 -3.6738e-13 100 1196.85 5000 0 0 0 0 0 0 0 0 0
5-methyldecane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
2,3,3,4,5-pentamethylhexane -2.8814 0.13236 -7.3213e-05 1.3852e-08 1.0039e-12 22.6204 0.072772 -2.8945e-05 5.2134e-09 -3.5378e-13 100 1231.5 5000 0 0 0 0 0 0 0 0 0
