ch_Species Arho Brho n Acp Bcp Ccp Dcp
2,3,6,10,11,13-hexamethyltetradecane 0.45562 0.55593 0.49219 575.1301 0.27838 -0.00024273 7.0139e-07 
6,9,12-trimethylheptadecane 0.4815 0.5696 0.49053 564.4689 0.25052 -0.00018382 6.3828e-07 
2,2,3,4,6,7,8,9-octamethyldodecane 0.49061 0.56823 0.49797 553.4305 0.27024 -0.00025755 7.3506e-07 
2,3,4,5,5,6,7,8,9-nonamethylundecane 0.47566 0.57928 0.53167 571.4321 0.26564 -0.00021239 6.5668e-07 
2,2,3,5-tetramethylhexadecane 0.45116 0.55828 0.49107 574.4891 0.26646 -0.0002199 6.5335e-07 
2,13,15-trimethylheptadecane 0.45575 0.57784 0.49927 580.0046 0.25475 -0.00020843 5.8934e-07 
2,2,16-trimethylheptadecane 0.45422 0.55629 0.49735 574.9698 0.25636 -0.00019104 6.3612e-07 
3,10,13-trimethylheptadecane 0.45688 0.55785 0.49824 574.8374 0.25925 -0.00019447 6.4948e-07 
5,10,11-trimethylheptadecane 0.49339 0.58353 0.55101 572.0623 0.27601 -0.00023905 6.7996e-07 
2,4,7,10,11,11-hexamethyltetradecane 0.46718 0.56117 0.5035 573.694 0.27886 -0.00024906 7.5642e-07 
2,4,6,8,11-pentamethylpentadecane 0.49061 0.57985 0.52933 560.9091 0.23407 -0.00013099 5.5963e-07 
2,2,5,5,9,10,12-heptamethyltridecane 0.48731 0.57463 0.53422 569.607 0.31245 -0.0003437 8.6374e-07 
4,5,6,7,8,9-hexamethyltetradecane 0.503 0.58921 0.54168 573.3808 0.27933 -0.00025556 7.473e-07 
3,7,7-triethyl-3,4,9-trimethyl-undecane 0.49714 0.57825 0.52466 559.2806 0.23684 -0.00013258 6.0045e-07 
2,2,4,4,5,6,8,10,10-nonamethylundecane 0.45035 0.55506 0.48661 574.2191 0.26771 -0.00021946 6.8044e-07 
3,12,14-trimethylheptadecane 0.47669 0.58334 0.52793 578.8145 0.25311 -0.00017402 6.3056e-07 
2,2,6,10,14-pentamethylpentadecane 0.48413 0.58128 0.54011 576.3621 0.27553 -0.00023836 6.9379e-07 
3,3,9,12,12-pentamethylpentadecane 0.45865 0.55764 0.49939 578.9043 0.29583 -0.00029147 7.1852e-07 
2,5,8,11,14-pentamethylpentadecane 0.48826 0.57657 0.54016 573.1093 0.31138 -0.00035007 8.5563e-07 
3,5,6,8,10,12-hexamethyltetradecane 0.47627 0.57955 0.52912 576.5762 0.26988 -0.00021806 6.9816e-07 
2,6,10,10-tetramethylhexadecane 0.46677 0.57183 0.51203 576.9992 0.25553 -0.00019644 6.397e-07 
2,2,6,6-tetramethylhexadecane 0.49005 0.58495 0.54037 574.3805 0.26152 -0.0001953 6.3955e-07 
2,2,3,6,7,7,8,11-octamethyldodecane 0.46511 0.57344 0.51576 576.2386 0.27573 -0.00024754 6.456e-07 
2,2,4,5,9,13-hexamethyltetradecane 0.48083 0.57603 0.53734 577.781 0.26945 -0.00022239 6.5312e-07 
2,9,16-trimethylheptadecane 0.46799 0.56659 0.52015 571.3245 0.29306 -0.00029104 7.6335e-07 
2,5,5,10,10,13-hexamethyltetradecane 0.44964 0.56681 0.49302 576.1112 0.2621 -0.00021922 6.1876e-07 
3,7,10,14-tetramethylhexadecane 0.47004 0.57137 0.51754 571.1732 0.27539 -0.00025258 7.0359e-07 
2,2,15-trimethylheptadecane 0.45541 0.55618 0.49707 574.5203 0.26131 -0.00020349 6.4822e-07 
4,4,13,13-tetramethylhexadecane 0.45151 0.55693 0.48748 575.581 0.25009 -0.00017518 6.1065e-07 
2,5,10,14-tetramethylhexadecane 0.49779 0.58817 0.5463 566.2063 0.2552 -0.00019697 6.5533e-07 
2,11,14-trimethylheptadecane 0.45353 0.55562 0.49447 575.2299 0.26177 -0.00020486 6.4529e-07 
cyclohexane 0.2738 0.2741 0.2851 -44.417 1.6016 -0.0044676 4.7582e-06 
1,trans-2-dimethylcyclobutane 0.2634 0.2816 0.2857 103.183 0.3995 -0.0012371 2.0749e-06 
1,1-dimethylcyclobutane 0.2642 0.2829 0.2857 91.809 0.4485 -0.0013612 2.1407e-06 
1,cis-2-dimethylcyclobutane 0.2634 0.2735 0.2857 101.261 0.4146 -0.0012499 2.0269e-06 
1,cis-3-dimethylcyclobutane 0.2634 0.2828 0.2857 100.202 0.4258 -0.001309 2.1332e-06 
1,trans-3-dimethylcyclobutane 0.2634 0.2862 0.2857 99.67 0.4313 -0.0013368 2.1826e-06 
ethylcyclobutane 0.2626 0.2767 0.2857 109.503 0.3511 -0.0010643 1.8349e-06 
isopropylcyclopropane 0.2494 0.2676 0.2857 101.589 0.4967 -0.0015743 2.5752e-06 
1-methyl-1-ethylcyclopropane 0.2659 0.2893 0.2857 110.756 0.41 -0.0012844 2.188e-06 
1-methyl-cis-2-ethylcyclopropane 0.257 0.2734 0.2857 101.926 0.4734 -0.0014562 2.3272e-06 
methylcyclopentane 0.2639 0.2704 0.2828 92.28 0.3976 -0.0012966 2.0816e-06 
1-methyl-trans-2-ethylcyclopropane 0.2275 0.2404 0.2674 99.754 0.4943 -0.0015556 2.4988e-06 
propylcyclopropane 0.2562 0.2744 0.2857 101.603 0.4827 -0.0014796 2.3397e-06 
1,1,2-trimethylcyclopropane 0.2586 0.2817 0.2857 105.35 0.3883 -0.0012299 2.1389e-06 
1,cis-2,cis-3-trimethylcyclopropane 0.2501 0.2628 0.2857 104.057 0.4449 -0.0013747 2.268e-06 
1,cis-2,trans-3-trimethylcyclopropane 0.2501 0.27 0.2857 103.019 0.4556 -0.0014317 2.3721e-06 
cycloheptane 0.2759 0.272 0.2857 104.892 0.4676 -0.0012035 1.634e-06 
cis-1,2-dimethylcyclopentane 0.2668 0.2698 0.2857 59.555 0.9764 -0.0028547 3.467e-06 
cis-1,3-dimethylcyclopentane 0.2727 0.2794 0.314 125.515 0.4126 -0.0011871 1.982e-06 
trans-1,3-dimethylcyclopentane 0.2727 0.2805 0.3047 127.401 0.3988 -0.0011447 1.9086e-06 
trans-1,2-dimethylcyclopentane 0.2727 0.2779 0.3098 122.808 0.4334 -0.0012394 2.0097e-06 
1,1-dimethylcyclopentane 0.2728 0.2773 0.3016 110.201 0.5345 -0.0015367 2.3016e-06 
ethylcyclopentane 0.2622 0.2694 0.2777 109.808 0.4131 -0.0012645 1.926e-06 
methylcyclohexane 0.3015 0.3054 0.329 103.668 0.4622 -0.0013973 2.055e-06 
cyclooctane 0.2779 0.271 0.2857 142.279 0.4431 -0.0010698 1.3763e-06 
cis-1,4-dimethylcyclohexane 0.244 0.2453 0.2771 103.345 0.7705 -0.002224 2.8466e-06 
1,1-dimethylcyclohexane 0.2494 0.2514 0.2776 45.883 1.2604 -0.0035092 3.9654e-06 
cis-1,2-dimethylcyclohexane 0.244 0.2436 0.2681 73.911 1.0319 -0.0028669 3.3195e-06 
trans-1,2-dimethylcyclohexane 0.244 0.2503 0.2658 106.382 0.7269 -0.0021051 2.7007e-06 
trans-1,3-dimethylcyclohexane 0.244 0.2444 0.278 104.906 0.7595 -0.002197 2.8318e-06 
trans-1,4-dimethylcyclohexane 0.2494 0.2586 0.2775 55.054 1.1928 -0.0033306 3.7992e-06 
cis-1,3-dimethylcyclohexane 0.2494 0.2558 0.2839 93.2 0.8403 -0.0024187 3.0292e-06 
ethylcyclohexane 0.2494 0.2538 0.2675 122.282 0.5577 -0.001602 2.1615e-06 
isopropylcyclopentane 0.2589 0.2637 0.2857 146.765 0.4379 -0.0011832 1.8245e-06 
1-methyl-1-ethylcyclopentane 0.2637 0.2656 0.2857 149.266 0.5257 -0.0015767 2.413e-06 
1-methyl-cis-2-ethylcyclopentane 0.265 0.2679 0.2857 144.638 0.4357 -0.0011734 1.7892e-06 
1-methyl-cis-3-ethylcyclopentane 0.265 0.2739 0.2857 139.273 0.4777 -0.0013016 1.935e-06 
1-methyl-trans-2-ethylcyclopentane 0.2426 0.2472 0.2677 143.32 0.4454 -0.0012186 1.8667e-06 
1-methyl-trans-3-ethylcyclopentane 0.265 0.2739 0.2857 143.92 0.4408 -0.0012062 1.8544e-06 
propylcyclopentane 0.2641 0.2701 0.2903 129.599 0.554 -0.0015899 2.2092e-06 
1,cis-2,trans-4-trimethylcyclopentane 0.2656 0.2755 0.2857 147.846 0.4017 -0.0011112 1.7889e-06 
1,trans-2,cis-3-trimethylcyclopentane 0.2656 0.2782 0.2857 142.061 0.4473 -0.0012531 1.9595e-06 
1,1,3-trimethylcyclopentane 0.2662 0.2812 0.2857 145.222 0.3718 -0.0010381 1.732e-06 
1,cis-2,trans-3-trimethylcyclopentane 0.2656 0.2726 0.2857 143.346 0.4372 -0.0012034 1.8704e-06 
1,1,2-trimethylcyclopentane 0.2662 0.2728 0.2857 119.302 0.5797 -0.0015579 2.1292e-06 
1,trans-2,cis-4-trimethylcyclopentane 0.2656 0.2807 0.2857 147.846 0.4017 -0.0011112 1.7889e-06 
1,cis-2,cis-3-trimethylcyclopentane 0.2656 0.2702 0.2857 145.658 0.4195 -0.0011397 1.7781e-06 
1,cis-2,cis-4-trimethylcyclopentane 0.2656 0.2717 0.2857 147.082 0.4071 -0.001128 1.8138e-06 
cyclononane 0.2762 0.2673 0.2857 142.58 0.4511 -0.0010392 1.3166e-06 
tert-butylcyclopentane 0.2689 0.2742 0.2857 162.203 0.4324 -0.0011063 1.6474e-06 
butylcyclopentane 0.2516 0.256 0.2857 237.663 -0.1596 0.00072063 0 
sec-butylcyclopentane 0.2661 0.2699 0.2857 163.475 0.4848 -0.0012507 1.7991e-06 
1,cis-2-diethylcyclopentane 0.2633 0.2653 0.2857 169.574 0.4599 -0.0012118 1.8215e-06 
1,1-diethylcyclopentane 0.2638 0.2636 0.2857 161.897 0.4692 -0.0012149 1.7833e-06 
1,trans-3-diethylcyclopentane 0.2633 0.2678 0.2857 158.702 0.5423 -0.0014256 2.013e-06 
1,trans-2-diethylcyclopentane 0.2633 0.2692 0.2857 162.942 0.5095 -0.0013523 1.9693e-06 
1,cis-3-diethylcyclopentane 0.2633 0.2682 0.2857 158.823 0.5414 -0.001423 2.0095e-06 
1,cis-3-dimethyl-1-ethylcyclopentane 0.2644 0.2731 0.2857 147.856 0.5678 -0.0014978 2.0818e-06 
1,trans-3-dimethyl-1-ethylcyclopentane 0.2644 0.2714 0.2857 147.329 0.5716 -0.0015091 2.0969e-06 
1,cis-2-dimethyl-1-ethylcyclopentane 0.2644 0.2646 0.2857 149.033 0.558 -0.00145 2.0044e-06 
1,trans-2-dimethyl-1-ethylcyclopentane 0.2644 0.2658 0.2857 149.404 0.5554 -0.0014421 1.994e-06 
1,1-dimethyl-2-ethylcyclopentane 0.2644 0.2677 0.2857 147.144 0.5726 -0.0015071 2.0908e-06 
1,1-dimethyl-3-ethylcyclopentane 0.2644 0.2744 0.2857 147.266 0.5725 -0.0015165 2.1104e-06 
1,trans-3-dimethyl-cis-2-ethylcyclopentane 0.2638 0.269 0.2857 157.845 0.5397 -0.0014331 2.0486e-06 
1,cis-3-dimethyl-cis-2-ethylcyclopentane 0.2638 0.2687 0.2857 161.169 0.5155 -0.0013425 1.9105e-06 
1,cis-2-dimethyl-cis-3-ethylcyclopentane 0.2638 0.2659 0.2857 160.359 0.5212 -0.0013597 1.9341e-06 
1,trans-2-dimethyl-cis-3-ethylcyclopentane 0.2638 0.2744 0.2857 156.757 0.5482 -0.001473 2.1143e-06 
1,cis-2-dimethyl-cis-4-ethylcyclopentane 0.2638 0.2648 0.2857 157.913 0.539 -0.0014242 2.031e-06 
1,trans-3-dimethyl-cis-4-ethylcyclopentane 0.2638 0.2848 0.2857 179.126 0.3944 -0.00092614 1.294e-06 
1,cis-3-dimethyl-cis-4-ethylcyclopentane 0.2638 0.2672 0.2857 157.745 0.5404 -0.0014328 2.0463e-06 
1,trans-2-dimethyl-cis-4-ethylcyclopentane 0.2638 0.2745 0.2857 157.664 0.5414 -0.0014475 2.0755e-06 
1,cis-3-dimethyl-trans-2-ethylcyclopentane 0.2638 0.2751 0.2857 156.489 0.5503 -0.0014817 2.1282e-06 
1,trans-2-dimethyl-trans-3-ethylcyclopentane 0.2638 0.2692 0.2857 158.348 0.536 -0.0014196 2.0283e-06 
1,cis-2-dimethyl-trans-3-ethylcyclopentane 0.2638 0.2676 0.2857 157.865 0.5395 -0.0014302 2.0427e-06 
1,cis-2-dimethyl-trans-4-ethylcyclopentane 0.2638 0.271 0.2857 159.7 0.5262 -0.0013855 1.9778e-06 
1,cis-3-dimethyl-trans-4-ethylcyclopentane 0.2638 0.2751 0.2857 156.489 0.5503 -0.0014817 2.1282e-06 
1,trans-3-dimethyl-trans-4-ethylcyclopentane 0.2638 0.2718 0.2857 159.075 0.5308 -0.0014038 2.0065e-06 
isobutylcyclopentane 0.2661 0.2742 0.2857 168.475 0.4455 -0.0011713 1.7696e-06 
isopropylcyclohexane 0.2721 0.2713 0.2981 161.428 0.4866 -0.0012496 1.81e-06 
1-methyl-1-ethylcyclohexane 0.2683 0.2688 0.2857 151.362 0.4881 -0.0012253 1.6963e-06 
1-methyl-1-isopropylcyclopentane 0.2672 0.2694 0.2857 154.787 0.493 -0.0012554 1.769e-06 
1-methyl-1-propylcyclopentane 0.2638 0.2641 0.2857 148.239 0.5728 -0.0014875 2.0366e-06 
1-methyl-cis-2-ethylcyclohexane 0.2678 0.2665 0.2857 159.284 0.476 -0.0012134 1.7306e-06 
1-methyl-cis-2-isopropylcyclopentane 0.2666 0.2705 0.2857 162.256 0.4841 -0.0012626 1.8393e-06 
1-methyl-cis-2-propylcyclopentane 0.2633 0.2667 0.2857 166.405 0.4839 -0.001273 1.8734e-06 
1-methyl-cis-3-ethylcyclohexane 0.2678 0.275 0.2857 158.374 0.4824 -0.0012485 1.7911e-06 
1-methyl-cis-3-isopropylcyclopentane 0.2415 0.2489 0.2676 160.741 0.495 -0.0013084 1.9132e-06 
1-methyl-cis-3-propylcyclopentane 0.2427 0.2509 0.2672 158.667 0.5426 -0.001431 2.0239e-06 
1-methyl-cis-4-ethylcyclohexane 0.2444 0.2497 0.2675 158.3 0.4829 -0.0012439 1.7801e-06 
1-methyl-trans-2-ethylcyclohexane 0.2484 0.25 0.2676 159.047 0.4776 -0.0012269 1.7557e-06 
1-methyl-trans-2-isopropylcyclopentane 0.2734 0.2776 0.2972 160.388 0.4976 -0.0013183 1.9289e-06 
1-methyl-trans-2-propylcyclopentane 0.2633 0.2713 0.2857 168.904 0.4638 -0.0012405 1.8807e-06 
1-methyl-trans-3-ethylcyclohexane 0.2678 0.2715 0.2857 158.625 0.4806 -0.0012371 1.7707e-06 
1-methyl-trans-3-isopropylcyclopentane 0.2666 0.2738 0.2857 160.741 0.495 -0.0013084 1.9132e-06 
1-methyl-trans-3-propylcyclopentane 0.2633 0.2707 0.2857 158.667 0.5426 -0.001431 2.0239e-06 
1-methyl-trans-4-ethylcyclohexane 0.2678 0.2754 0.2857 158.823 0.4791 -0.0012398 1.7827e-06 
propylcyclohexane 0.2647 0.2669 0.3002 140.39 0.6934 -0.001867 2.3693e-06 
1,cis-2,cis-3,cis-4-tetramethylcyclopentane 0.2644 0.2698 0.2857 159.885 0.5164 -0.0013617 1.963e-06 
1,cis-2,trans-3,trans-4-tetramethylcyclopentane 0.2644 0.2724 0.2857 157.651 0.5333 -0.0014289 2.0686e-06 
1,cis-2,trans-3,cis-4-tetramethylcyclopentane 0.2644 0.2719 0.2857 154.408 0.558 -0.001522 2.2117e-06 
1,cis-2,cis-3,trans-4-tetramethylcyclopentane 0.2644 0.2737 0.2857 158.018 0.5307 -0.0014208 2.0573e-06 
1,1,cis-3,cis-4-tetramethylcyclopentane 0.2649 0.2764 0.2857 161.186 0.4565 -0.0012162 1.8471e-06 
1,2,2,trans-3-tetramethylcyclopentane 0.2649 0.2682 0.2857 148.948 0.5509 -0.0014436 2.0204e-06 
1,1,cis-2,cis-4-tetramethylcyclopentane 0.2649 0.2726 0.2857 146.495 0.5703 -0.0015212 2.1391e-06 
1,1,3,3-tetramethylcyclopentane 0.2655 0.2817 0.2857 151.676 0.4808 -0.0012978 1.9516e-06 
1,1,cis-3,trans-4-tetramethylcyclopentane 0.2649 0.2817 0.2857 145.091 0.5829 -0.0015811 2.2358e-06 
1,2,2,cis-3-tetramethylcyclopentane 0.2649 0.2716 0.2857 149.946 0.5437 -0.0014224 1.9918e-06 
1,1,cis-2,trans-3-tetramethylcyclopentane 0.2649 0.2757 0.2857 147.422 0.5636 -0.001501 2.1118e-06 
1,1,cis-2,cis-3-tetramethylcyclopentane 0.2649 0.2724 0.2857 150.197 0.5419 -0.0014171 1.9846e-06 
1,1,2,2-tetramethylcyclopentane 0.2655 0.2668 0.2857 138.887 0.5796 -0.0015054 2.0451e-06 
1,trans-2,trans-3,cis-4-tetramethylcyclopentane 0.2644 0.2745 0.2857 155.174 0.5524 -0.0015046 2.1874e-06 
1,trans-2,cis-3,trans-4-tetramethylcyclopentane 0.2644 0.2817 0.2857 155.611 0.5499 -0.001506 2.1962e-06 
1,trans-2,trans-4-trimethylcyclohexane 0.2683 0.2799 0.2857 158.704 0.4715 -0.0012324 1.7987e-06 
1,cis-2,trans-4-trimethylcyclohexane 0.2683 0.2751 0.2857 161.308 0.452 -0.0011655 1.7086e-06 
1,cis-2,cis-3-trimethylcyclohexane 0.2683 0.2716 0.2857 160.816 0.4562 -0.001163 1.6816e-06 
cis,trans-1,3,5-trimethylcyclohexane 0.2258 0.245 0.2857 146.865 0.6062 -0.0016603 2.3746e-06 
1,cis-3,cis-5-trimethylcyclohexane 0.2683 0.2803 0.2857 146.923 0.5623 -0.0014706 2.0148e-06 
1,trans-2,cis-4-trimethylcyclohexane 0.2683 0.274 0.2857 158.653 0.4715 -0.001225 1.7825e-06 
1,cis-3,trans-5-trimethylcyclohexane 0.2683 0.2757 0.2857 157.259 0.4819 -0.0012625 1.8366e-06 
1,1,3-trimethylcyclohexane 0.2689 0.2778 0.2857 151.031 0.4813 -0.0012451 1.7827e-06 
1,cis-2,trans-3-trimethylcyclohexane 0.2683 0.2675 0.2857 159.189 0.4675 -0.0012009 1.739e-06 
1,1,4-trimethylcyclohexane 0.2689 0.2802 0.2857 148.597 0.5004 -0.0012971 1.8304e-06 
1,1,2-trimethylcyclohexane 0.2689 0.2707 0.2857 143.88 0.5362 -0.0013586 1.8322e-06 
1,cis-2,cis-4-trimethylcyclohexane 0.2683 0.2751 0.2857 158.187 0.4759 -0.0012246 1.7563e-06 
1,trans-2,cis-3-trimethylcyclohexane 0.2683 0.2768 0.2857 154.561 0.5033 -0.0013051 1.8463e-06 
cyclodecane 0.2772 0.2686 0.2857 160.999 0.459 -0.0010232 1.2704e-06 
butylcyclohexane 0.2627 0.2656 0.3024 181.993 0.5122 -0.0012291 1.7206e-06 
pentylcyclopentane 0.2463 0.25 0.2857 177.727 0.5993 -0.001546 2.1213e-06 
cycloundecane 0.2829 0.275 0.2857 185.185 0.4227 -0.00091829 1.1703e-06 
pentylcyclohexane 0.2425 0.244 0.2857 194.179 0.7011 -0.0017472 2.2607e-06 
hexylcyclopentane 0.24 0.243 0.2857 193.461 0.6971 -0.0017734 2.3283e-06 
cyclododecane 0.2836 0.277 0.2857 173.144 1.0433 -0.0022126 2.1645e-06 
heptylcyclopentane 0.2379 0.237 0.2857 199.771 0.8994 -0.0022897 2.8237e-06 
hexylcyclohexane 0.2628 0.238 0.2857 191.857 0.9254 -0.002256 2.6685e-06 
cis-decahydronaphthalene 0.289 0.2661 0.2872 140.152 0.9253 -0.0022387 2.3877e-06 
trans-decahydronaphthalene 0.2868 0.2699 0.2952 108.262 0.9578 -0.0023377 2.4579e-06 
1-methyl-cis-decahydronaphthalene 0.25 0.2323 0.263 195.918 0.3939 -0.00083874 1.0832e-06 
2-methyl-cis-decahydronaphthalene 0.2528 0.2401 0.27 186.35 0.4507 -0.001019 1.3335e-06 
4a-methyl-cis-decahydronaphthalene 0.3298 0.3023 0.3403 185.965 0.4531 -0.0010267 1.3443e-06 
1-methyl-trans-decahydronaphthalene 0.286 0.2676 0.2857 190.982 0.425 -0.00092118 1.1739e-06 
4a-methyl-trans-decahydronaphthalene 0.286 0.2656 0.2857 179.896 0.4934 -0.0011412 1.4761e-06 
2-methyl-trans-decahydronaphthalene 0.286 0.2637 0.2857 180.486 0.4898 -0.0011269 1.4549e-06 
bicyclohexyl 0.2781 0.2619 0.2813 177.957 0.6274 -0.0014221 1.6754e-06 
1,4a-dimethyl-trans-decahydronaphthalene 0.2831 0.2719 0.2857 198.959 0.5513 -0.0012891 1.6496e-06 
1-ethyl-cis-decahydronaphthalene 0.2826 0.2785 0.2857 217.67 0.4477 -0.00095326 1.1825e-06 
4a-ethyl-cis-decahydronaphthalene 0.2826 0.2656 0.2857 204.14 0.5302 -0.0012004 1.507e-06 
2-ethyl-cis-decahydronaphthalene 0.2826 0.2669 0.2857 205.329 0.5226 -0.0011777 1.4773e-06 
1-ethyl-trans-decahydronaphthalene 0.2826 0.2779 0.2857 213.269 0.4756 -0.0010229 1.2512e-06 
2-ethyl-trans-decahydronaphthalene 0.2826 0.2724 0.2857 201.215 0.5497 -0.0012506 1.5499e-06 
dicyclohexylmethane 0.2865 0.2758 0.2857 225.452 0.5242 -0.0011415 1.3827e-06 
1,1-dicyclohexylethane 0.2835 0.2677 0.2857 330.705 0.6004 -0.0013139 1.5537e-06 
1,1-dicyclohexylpropane 0.281 0.2655 0.2857 254.688 0.6816 -0.0015083 1.751e-06 
benzene 0.3009 0.2677 0.2818 -31.662 1.3043 -0.0036078 3.8243e-06 
toluene 0.3 0.2711 0.2989 83.703 0.5167 -0.001491 1.9725e-06 
ethylbenzene 0.2889 0.2644 0.2921 102.111 0.5596 -0.0015609 2.0149e-06 
m-xylene 0.2787 0.2593 0.2724 70.916 0.8045 -0.0021885 2.5061e-06 
o-xylene 0.2838 0.2608 0.2741 56.46 0.9493 -0.0024902 2.6838e-06 
p-xylene 0.2798 0.26 0.279 -11.035 1.5158 -0.0039039 3.9193e-06 
cumene 0.2824 0.2618 0.29 124.621 0.6329 -0.0017331 2.2146e-06 
p-ethyltoluene 0.2557 0.2383 0.272 137.14 0.4805 -0.0012309 1.6917e-06 
m-ethyltoluene 0.2453 0.228 0.2596 142.787 0.4389 -0.0011509 1.6509e-06 
o-ethyltoluene 0.2613 0.2396 0.2708 146.723 0.4192 -0.0010498 1.4927e-06 
mesitylene 0.2777 0.2591 0.2798 83.637 0.8786 -0.0023192 2.5989e-06 
propylbenzene 0.2735 0.2527 0.2913 123.471 0.6197 -0.0016883 2.1608e-06 
1,2,3-trimethylbenzene 0.2906 0.2703 0.2608 89.589 0.875 -0.0021986 2.3108e-06 
1,2,4-trimethylbenzene 0.2797 0.2595 0.2772 90.157 0.8599 -0.0022344 2.4758e-06 
tert-butylbenzene 0.2783 0.261 0.2857 113.801 0.8154 -0.0021047 2.3922e-06 
sec-butylbenzene 0.2756 0.2601 0.2857 171.011 0.4381 -0.0010523 1.4911e-06 
butylbenzene 0.2704 0.2532 0.2896 140.161 0.7201 -0.0018916 2.3069e-06 
m-cymene 0.2767 0.2591 0.2942 121.295 0.8535 -0.0022176 2.5641e-06 
p-cymene 0.273 0.2574 0.2875 121.863 0.8159 -0.0021402 2.5029e-06 
o-cymene 0.2745 0.253 0.288 161.494 0.4723 -0.0011584 1.6052e-06 
m-diethylbenzene 0.2733 0.2566 0.2857 171.552 0.467 -0.0011485 1.6111e-06 
o-diethylbenzene 0.2747 0.2534 0.2857 162.474 0.5605 -0.0013594 1.7688e-06 
p-diethylbenzene 0.2708 0.254 0.2857 161.238 0.5932 -0.0014787 1.9294e-06 
5-ethyl-m-xylene 0.2785 0.2593 0.2946 166.278 0.512 -0.0012904 1.7843e-06 
4-ethyl-m-xylene 0.2785 0.2564 0.2954 166.344 0.5398 -0.0013307 1.7865e-06 
2-ethyl-m-xylene 0.2785 0.2531 0.2913 158.826 0.6217 -0.0015067 1.901e-06 
4-ethyl-o-xylene 0.2741 0.2544 0.2857 169.108 0.5214 -0.0012872 1.7327e-06 
3-ethyl-o-xylene 0.2647 0.2401 0.2849 164.743 0.5369 -0.0012975 1.7105e-06 
2-ethyl-p-xylene 0.2785 0.2563 0.2932 163.601 0.5573 -0.0013762 1.825e-06 
isobutylbenzene 0.2943 0.275 0.3224 154.755 0.5321 -0.001301 1.7679e-06 
1-methyl-2-propylbenzene 0.2994 0.278 0.3041 166.181 0.5311 -0.0013174 1.7644e-06 
1-methyl-3-propylbenzene 0.2785 0.2628 0.2857 171.531 0.4915 -0.0012295 1.7044e-06 
1-methyl-4-propylbenzene 0.2785 0.264 0.2857 165.604 0.5044 -0.001245 1.6837e-06 
1,2,3,5-tetramethylbenzene 0.2777 0.2543 0.2857 101.28 1.2219 -0.0030164 3.1337e-06 
1,2,4,5-tetramethylbenzene 0.2768 0.2538 0.2857 54.492 1.4297 -0.0033077 3.2229e-06 
1,2,3,4-tetramethylbenzene 0.2643 0.237 0.2857 257.596 -0.2946 0.00075542 0 
naphthalene 0.3062 0.2504 0.273 -30.842 1.5362 -0.0032492 2.6568e-06 
2-methylnaphthalene 0.6246 0.5077 0.6452 55.527 1.1885 -0.0025841 2.2618e-06 
1-methylnaphthalene 0.6271 0.5078 0.6719 114.585 0.7474 -0.001686 1.6519e-06 
1,5-dimethylnaphthalene 0.2996 0.244 0.2857 294.4 -0.1423 0.0003202 0 
2,7-dimethylnaphthalene 0.3004 0.2461 0.3199 91.666 1.197 -0.0024347 2.2033e-06 
2,6-dimethylnaphthalene 0.3004 0.2461 0.3191 -128.447 2.4458 -0.0049011 3.7744e-06 
2,3-dimethylnaphthalene 0.2996 0.242 0.2857 85.479 1.2629 -0.0025774 2.2677e-06 
1,8-dimethylnaphthalene 0.3022 0.2548 0.2857 146.196 0.8527 -0.0017289 1.6316e-06 
1,6-dimethylnaphthalene 0.294 0.245 0.2857 294.192 -0.2434 0.00065644 0 
1,4-dimethylnaphthalene 0.2956 0.243 0.2857 311.152 -0.286 0.00070334 0 
1,3-dimethylnaphthalene 0.2938 0.244 0.2857 302.181 -0.2626 0.00067797 0 
1,7-dimethylnaphthalene 0.294 0.245 0.2857 294.562 -0.2449 0.00065789 0 
1,2-dimethylnaphthalene 0.296 0.243 0.2857 305.551 -0.27 0.00068728 0 
2-ethylnaphthalene 0.2997 0.254 0.2857 187.748 0.435 -0.00090847 1.0998e-06 
1-ethylnaphthalene 0.3005 0.2537 0.264 189.903 0.3941 -0.00082551 1.0043e-06 
1-isopropylnaphthalene 0.2979 0.2506 0.2857 203.734 0.5251 -0.0011325 1.3479e-06 
2-isopropylnaphthalene 0.2979 0.2564 0.2857 198.515 0.5606 -0.0012015 1.3777e-06 
2-methyl-1-ethylnaphthalene 0.2948 0.2446 0.2857 120.958 1.2467 -0.0026143 2.3985e-06 
1-methyl-2-ethylnaphthalene 0.2948 0.2473 0.2857 125.822 1.2182 -0.0025407 2.3255e-06 
2-methyl-3-ethylnaphthalene 0.2948 0.243 0.2857 117.691 1.2904 -0.0026832 2.4309e-06 
1-methyl-3-ethylnaphthalene 0.2948 0.2469 0.2857 123.014 1.2349 -0.0025879 2.375e-06 
1-methyl-4-ethylnaphthalene 0.2948 0.2456 0.2857 122.639 1.2368 -0.0025888 2.3733e-06 
2-methyl-4-ethylnaphthalene 0.2948 0.2447 0.2857 121.871 1.2412 -0.0025987 2.3821e-06 
1-methyl-5-ethylnaphthalene 0.2948 0.2434 0.2857 142.32 1.1142 -0.0023761 2.2694e-06 
2-methyl-5-ethylnaphthalene 0.2948 0.2443 0.2857 118.188 1.2634 -0.0026619 2.4487e-06 
2-methyl-6-ethylnaphthalene 0.2653 0.2268 0.2572 143.178 1.1585 -0.0024627 2.3349e-06 
