ch_Species Ap Bp Cp Dp Ep Ah nh
2,4,4,5,7-pentamethyloctane 9.7303 -2642.4 -0.4179 -1.0046e-09 -9.774e-07 70.154 0.387 
3,3,4,4,5-pentamethyloctane 5.7806 -2519.69 0.9476 -5.9066e-10 -1.3648e-06 73.704 0.391 
2,2,3,6,7-pentamethyloctane -11.884 -1498.46 6.8849 2.7749e-09 -2.6585e-06 70.92 0.387 
2,4,4,5,5-pentamethyloctane 7.1274 -2481.32 0.4007 -1.6136e-09 -9.9988e-07 71.633 0.386 
2,2,6,6,7-pentamethyloctane -7.0398 -1689.54 5.1876 -2.9351e-09 -2.1258e-06 70.296 0.39 
2,2,3,3,6-pentamethyloctane -4.1686 -1871.16 4.2136 -2.2379e-09 -1.8583e-06 71.795 0.388 
2,2,3,4,7-pentamethyloctane -0.6132 -2099.39 3.081 -4.094e-09 -1.7967e-06 70.664 0.387 
2,2,5,5,7-pentamethyloctane 25.5706 -3414.6 -5.8276 -8.3683e-11 4.0128e-07 69.132 0.385 
2,3,3,4,6-pentamethyloctane 5.3586 -2476.71 1.0888 -1.8943e-10 -1.3623e-06 72.037 0.387 
2,3,3,4,7-pentamethyloctane -0.7946 -2096.06 3.1399 -3.7326e-09 -1.7917e-06 71.32 0.388 
2,3,3,5,6-pentamethyloctane 12.3149 -2830.24 -1.2616 -1.7751e-09 -8.3573e-07 71.435 0.388 
2,3,4,5,7-pentamethyloctane 10.0096 -2795.19 -0.3885 -1.1755e-09 -1.3019e-06 71.542 0.389 
2,3,5,6,6-pentamethyloctane 8.6684 -2675.82 0.0164 -1.5355e-09 -1.2743e-06 71.296 0.387 
3,4,4,5,6-pentamethyloctane 20.3351 -3401.21 -3.8315 -1.2557e-09 -6.363e-07 72.226 0.39 
2,2,4,6,7-pentamethyloctane -0.7019 -2056.39 3.0877 3.1278e-09 -1.7311e-06 69.87 0.386 
2,2,5,6,7-pentamethyloctane 1.1555 -2214.51 2.5251 -2.0857e-09 -1.801e-06 70.131 0.388 
3,3,5,5,6-pentamethyloctane 20.6418 -3248.3 -4.1032 -2.4743e-10 -1.2395e-07 71.255 0.388 
2,2,3,7,7-pentamethyloctane 20.3333 -3257.09 -3.9385 -7.0599e-10 -4.0234e-07 70.075 0.392 
2,4,4,6,6-pentamethyloctane -11.9084 -1375.91 6.799 -4.5912e-09 -2.3935e-06 70.333 0.391 
2,3,3,4,5-pentamethyloctane 4.6472 -2454.86 1.3451 1.47e-09 -1.4834e-06 72.52 0.39 
2,3,4,4,6-pentamethyloctane 1.8217 -2252.08 2.2661 -3.2382e-09 -1.5939e-06 71.385 0.387 
2,3,4,6,7-pentamethyloctane 8.0749 -2678.88 0.2643 -3.7202e-09 -1.4334e-06 71.633 0.39 
2,2,4,7,7-pentamethyloctane 19.0683 -3116.45 -3.5512 -7.5393e-10 -3.9417e-07 68.954 0.389 
2,2,3,5,5-pentamethyloctane 17.0046 -2986.8 -2.9389 -3.3786e-10 -2.2168e-07 70.59 0.386 
2,2,3,6,6-pentamethyloctane -12.0713 -1418.36 6.8874 -3.4015e-09 -2.5118e-06 70.642 0.389 
2,2,5,5,6-pentamethyloctane 19.59 -3141.14 -3.7774 -4.3131e-10 -1.3437e-07 70.333 0.387 
2,4,4,5,6-pentamethyloctane 4.2603 -2375.43 1.4411 -1.8683e-09 -1.4054e-06 70.988 0.387 
2,4,5,6,6-pentamethyloctane -4.4679 -1953.24 4.4456 -2.425e-09 -2.2811e-06 71.118 0.388 
3,4,4,5,5-pentamethyloctane 5.2475 -2504.16 1.1415 -3.3976e-10 -1.4469e-06 72.767 0.389 
2,2,3,4,6,6-hexamethylheptane 27.1297 -3560.86 -6.2721 -1.0859e-10 2.2747e-07 68.757 0.39 
2,2,4,4,6,6-hexamethylheptane -11.6473 -1232.3 6.5965 -4.2528e-09 -2.1315e-06 66.93 0.387 
2,3,3,5,5,6-hexamethylheptane -1.6809 -2000.23 3.391 -1.883e-09 -1.7963e-06 70.102 0.387 
2,2,3,5,5,6-hexamethylheptane 37.7501 -4147.93 -9.8764 5.4591e-10 1.117e-06 69.624 0.387 
2,2,3,3,4,5-hexamethylheptane 34.9977 -4108.49 -8.8966 -1.4098e-09 7.8641e-07 71.837 0.387 
2,3,4,4,5,5-hexamethylheptane 31.3926 -3940.02 -7.655 3.912e-10 4.3079e-07 71.795 0.387 
2,2,3,3,5,6-hexamethylheptane 33.4895 -3929.36 -8.4431 -4.7691e-10 8.0909e-07 70.233 0.386 
2,2,3,4,5,6-hexamethylheptane 35.6844 -4113.25 -9.1214 -1.1589e-09 8.2724e-07 71.263 0.39 
2,3,3,4,4,6-hexamethylheptane 3.7901 -2315.79 1.5409 -2.1539e-10 -1.3472e-06 71.03 0.386 
2,2,3,3,6,6-hexamethylheptane 12.5032 -2682.17 -1.4247 -2.2601e-09 -6.843e-07 68.263 0.387 
2,2,3,5,6,6-hexamethylheptane -18.861 -1055.76 9.237 -3.8739e-09 -3.3052e-06 68.843 0.39 
3,3,4,4,5,5-hexamethylheptane -8.7749 -1688.2 5.7763 -3.0682e-10 -2.2935e-06 72.33 0.385 
2,2,3,4,4,5-hexamethylheptane 17.3159 -3091.98 -2.9875 3.3228e-10 -4.0601e-07 71.585 0.387 
2,2,4,4,5,5-hexamethylheptane 38.7963 -4184.35 -10.2622 -3.0205e-10 1.2675e-06 69.801 0.384 
2,3,4,4,5,6-hexamethylheptane -7.0816 -1830.76 5.3195 3.99e-10 -2.4931e-06 72.208 0.393 
2,2,3,3,4,6-hexamethylheptane 6.1822 -2419.97 0.7199 -3.2875e-10 -1.1295e-06 70.701 0.387 
2,2,4,4,5,6-hexamethylheptane 12.55 -2695.33 -1.4507 -1.3933e-09 -5.8332e-07 69.261 0.389 
2,3,3,4,5,5-hexamethylheptane 18.9443 -3247.43 -3.4763 -8.8388e-10 -4.6901e-07 71.811 0.387 
2,2,3,3,4,4-hexamethylheptane 4.7194 -2356.77 1.1941 -2.9142e-10 -1.2042e-06 71.262 0.383 
2,2,3,3,5,5-hexamethylheptane 32.3497 -3843.53 -8.0723 -2.4409e-10 7.075e-07 69.742 0.383 
2,2,3,4,4,6-hexamethylheptane 6.2812 -2358.22 0.6503 -7.2487e-10 -1.0206e-06 69.635 0.388 
2,2,3,4,5,5-hexamethylheptane 39.662 -4326.37 -10.4781 1.3881e-09 1.1507e-06 70.979 0.387 
2,3,3,4,4,5-hexamethylheptane 25.2889 -3594.36 -5.6285 1.8321e-10 7.6887e-08 72.482 0.387 
2,3,3,4,5,6-hexamethylheptane 31.1063 -3957.63 -7.5014 -1.3364e-11 2.3913e-07 72.114 0.392 
2,2-dimethyldodecane 28.26 -4113.6 -6.4062 0 0 77.008 0.38 
2,4-dimethyldodecane 28.399 -4104.4 -6.4414 0 0 76.443 0.38 
2,3-dimethyldodecane 28.262 -4192.9 -6.3768 0 0 78.591 0.38 
2-methyltridecane 28.525 -4244.3 -6.4406 0 0 79.175 0.38 
3-methyltridecane 28.487 -4247.4 -6.4276 0 0 79.308 0.38 
2,3-dimethyltridecane 29.38 -4435.7 -6.6851 0 0 82.728 0.38 
2,2-dimethyltridecane 29.438 -4352.4 -6.7345 0 0 80.954 0.38 
2,4-dimethyltridecane 29.557 -4340.8 -6.7641 0 0 80.376 0.38 
2-methyltetradecane 29.67 -4484.4 -6.7591 0 0 83.198 0.38 
3-methyltetradecane 29.617 -4488.7 -6.7408 0 0 83.384 0.38 
2,2-dimethyltetradecane 30.724 -4603.2 -7.0961 0 0 84.952 0.38 
2,4-dimethyltetradecane 30.923 -4581 -7.1549 0 0 84.015 0.38 
2,3-dimethyltetradecane 30.647 -4686 -7.0416 0 0 86.746 0.38 
3-methylpentadecane 30.94 -4733.3 -7.1174 0 0 87.18 0.38 
2-methylpentadecane 30.96 -4731.8 -7.1243 0 0 87.111 0.38 
2,2,4,4,6,8,8-heptamethylnonane 48.5195 -5223.6 -13.326 2.6197e-09 2.2396e-06 76.764 0.36 
2,3-dimethylpentadecane 31.471 -4892 -7.264 0 0 90.624 0.38 
2,4-dimethylpentadecane 31.79 -4781.1 -7.3922 0 0 87.678 0.38 
2,2-dimethylpentadecane 31.566 -4810.6 -7.323 0 0 88.816 0.38 
2-methylhexadecane 31.8 -4933.7 -7.3532 0 0 90.873 0.38 
3-methylhexadecane 31.749 -4937.5 -7.3358 0 0 91.047 0.38 
2,2-dimethylhexadecane 32.565 -5023 -7.6016 0 0 92.522 0.38 
2,3-dimethylhexadecane 32.445 -5101.9 -7.5362 0 0 94.336 0.38 
2,4-dimethylhexadecane 32.813 -4985.5 -7.6812 0 0 91.173 0.38 
2-methylheptadecane 32.757 -5141.3 -7.6212 0 0 94.566 0.38 
3-methylheptadecane 32.705 -5145 -7.6035 0 0 94.743 0.38 
2,2-dimethylheptadecane 33.49 -5219.3 -7.8613 0 0 96.046 0.38 
2,4-dimethylheptadecane 33.76 -5173.1 -7.9507 0 0 94.476 0.38 
2,3-dimethylheptadecane 33.342 -5294.8 -7.7884 0 0 97.857 0.38 
3-methyloctadecane 33.579 -5334.4 -7.85 0 0 98.241 0.38 
2-methyloctadecane 33.632 -5330.8 -7.868 0 0 98.063 0.38 
2,4-dimethyloctadecane 34.565 -5344.9 -8.1792 0 0 97.742 0.38 
2,3-dimethyloctadecane 34.098 -5471.6 -8.0006 0 0 101.34 0.38 
2,2-dimethyloctadecane 34.278 -5400.5 -8.0814 0 0 99.543 0.38 
3-methylnonadecane 34.361 -5503.3 -8.0732 0 0 101.52 0.38 
2-methylnonadecane 34.415 -5499.7 -8.0914 0 0 101.34 0.38 
2,6,10,14-tetramethylhexadecane -24.7943 -1493.3552 11.3883 -8.3295e-11 -3.3016e-06 78.3549 0.26098 
2,6,11,15-tetramethylhexadecane 10.7231 -3637.316 -0.42751 -2.0987e-10 -1.0499e-06 78.1121 0.26063 
2,2,3-trimethylheptadecane 12.9139 -3780.1997 -1.2525 -6.4277e-10 -6.8565e-07 80.188 0.25381 
4,8,12-trimethylheptadecane 25.5696 -4654.9956 -5.2114 5.878e-12 -4.9957e-07 78.9695 0.25908 
2,2,15,15-tetramethylhexadecane 102.5708 -9156.992 -30.9365 4.1165e-09 4.4861e-06 76.4833 0.24967 
2,6,10,15-tetramethylhexadecane -2.2015 -2865.0891 3.8278 -3.5869e-10 -1.7229e-06 78.8051 0.26214 
2,3,4,6-tetramethylhexadecane -1.8672 -2806.2777 3.712 -3.5973e-10 -1.7479e-06 78.9939 0.26132 
2,2,4,4,6,6,8,8,10-nonamethylundecane -148.9756 6634.4542 52.1277 -5.9755e-09 -9.8616e-06 73.1244 0.26183 
2,6,11-trimethylheptadecane 57.8338 -6676.5246 -15.9045 1.2539e-10 1.4651e-06 79.4323 0.26003 
3,7,11,11-tetramethylhexadecane -28.2525 -1193.6489 12.5127 -2.5541e-10 -3.5042e-06 77.2787 0.2511 
7,8,9,10-tetramethylhexadecane -13.0284 -2171.026 7.4936 -2.019e-10 -2.5655e-06 79.4813 0.25978 
2,4,6-trimethylheptadecane 39.7355 -5494.6496 -9.9323 2.2947e-11 4.0767e-07 78.444 0.26103 
2,2,4,7,10,12,12-heptamethyltridecane -117.9944 4806.0091 41.6237 -1.5148e-09 -7.3311e-06 76.8146 0.25919 
2,5,12,15-tetramethylhexadecane 54.6926 -6315.1732 -15.0455 1.777e-10 1.7228e-06 79.0434 0.26017 
3,6,10,14-tetramethylhexadecane 13.8752 -3785.902 -1.481 -2.579e-10 -8.5088e-07 78.9618 0.26087 
2,5,11-trimethylheptadecane 76.1389 -7797.6096 -21.957 4.3616e-10 2.5144e-06 79.3666 0.25987 
2,4,6,10-tetramethylhexadecane -25.8569 -1467.4269 11.826 4.8472e-11 -3.6242e-06 77.6826 0.26154 
3,4,5,6,9,10,11-heptamethyltridecane -44.5531 -231.2421 17.9597 -3.419e-10 -4.7128e-06 79.2666 0.26586 
2,4,6,8,11,12-hexamethyltetradecane -81.4409 2014.2665 30.1542 3.008e-10 -6.7586e-06 77.7834 0.2652 
6,6,11,11-tetramethylhexadecane 18.8783 -3924.8802 -3.2481 -9.5855e-11 -3.9327e-07 77.2904 0.25441 
2,6,7,8,8,12-hexamethyltetradecane -111.3003 3927.3965 39.8996 -1.1665e-10 -8.1069e-06 78.1525 0.25493 
5,5,11,11-tetramethylhexadecane 29.953 -4577.9482 -6.9214 -4.2771e-11 2.8506e-07 77.273 0.25371 
2,4,6,9,11,13-hexamethyltetradecane -61.2592 937.0796 23.3027 2.4652e-10 -5.0942e-06 77.2171 0.26477 
2,13,14-trimethylheptadecane 45.2217 -5918.2396 -11.7501 2.1809e-10 7.6963e-07 80.2358 0.26022 
3,13,14-trimethylheptadecane 9.919 -3748.9541 -0.079558 -4.1693e-10 -1.267e-06 80.6723 0.26047 
3,4,14-trimethylheptadecane 21.7042 -4452.6955 -3.9694 -3.2047e-10 -6.3142e-07 80.2078 0.26018 
3,4,15-trimethylheptadecane 20.3781 -4359.634 -3.6031 -5.5663e-10 -4.9248e-07 81.3231 0.26076 
4,12,13-trimethylheptadecane 44.9127 -5891.5461 -11.6162 1.0737e-10 6.632e-07 80.1943 0.25973 
4,5,13-trimethylheptadecane 57.4734 -6632.1406 -15.7921 2.241e-10 1.4278e-06 80.0611 0.25953 
4,5,14-trimethylheptadecane 47.0582 -6028.6783 -12.3368 1.0088e-10 8.118e-07 80.3155 0.25925 
4,6,8,10,12-pentamethylpentadecane -157.3372 6294.0491 55.6166 -6.2918e-10 -1.21e-05 77.1815 0.26274 
3,3,14,14-tetramethylhexadecane 71.1662 -7096.1234 -20.556 -1.9073e-11 2.6007e-06 77.0807 0.25443 
2,3,3-trimethylheptadecane 2.2468 -3080.3789 2.244 -9.899e-10 -1.2265e-06 80.3884 0.25461 
2,2,3,3,4,4,5,5-octamethyldodecane -27.6478 -762.4429 11.9383 7.9134e-11 -2.7514e-06 76.4852 0.26064 
2,3,4,5,6,7,8,9,10-nonamethylundecane -110.4789 3795.0972 39.7924 -5.8037e-10 -8.6842e-06 78.4041 0.25847 
2,2,4,4-tetramethylhexadecane 16.5256 -3751.9745 -2.5206 -3.3058e-10 -3.8366e-07 76.5945 0.25442 
3,4,5,6,7,8,9,10-octamethyldodecane -47.3313 -3.0841 18.8826 -1.3727e-10 -4.9169e-06 79.0375 0.26487 
2,2,4,4,6,6,8,10,10-nonamethylundecane -151.5613 6779.1923 52.9907 2.2508e-10 -1.0041e-05 73.085 0.26123 
2,4,7,8,10,12-hexamethyltetradecane -64.1054 996.9431 24.3744 -1.3562e-10 -5.6376e-06 78.1109 0.26528 
2,4,5,7,8,8,12-heptamethyltridecane -88.4581 2637.3143 32.2903 2.2982e-11 -6.6921e-06 76.9195 0.25681 
2,4,6,8,10,12-hexamethyltetradecane -109.9516 3712.2955 39.6501 -8.7948e-10 -8.5902e-06 76.9315 0.26475 
2,4,6,12,14-pentamethylpentadecane -22.8812 -1492.0465 10.6853 3.4179e-11 -3.0757e-06 76.881 0.26274 
2,2,3,4,6,6,7,8,10-nonamethylundecane -107.1537 3895.8119 38.4278 4.3629e-10 -7.81e-06 76.2831 0.26425 
2,4,16-trimethylheptadecane 82.2768 -8232.1927 -23.9806 2.5891e-09 2.8578e-06 78.9904 0.2575 
2,2,4,4,6,8,8,10,10-nonamethylundecane -60.4545 1080.7247 22.9332 -9.485e-10 -5.0177e-06 76.6564 0.26265 
2,2,3,5,7,8,9,9,10-nonamethylundecane -75.7825 1801.3922 28.1188 3.4936e-10 -5.9715e-06 77.912 0.25468 
2,3,5,6,6,10-hexamethyltetradecane -14.6525 -2135.2202 8.1134 -1.2713e-10 -2.9764e-06 78.1106 0.26092 
3,7,11,13-tetramethylhexadecane -7.8877 -2596.162 5.7434 3.6851e-10 -2.122e-06 81.6836 0.26235 
3,4,5-trimethylheptadecane 38.1521 -5433.2642 -9.3737 -7.308e-12 2.0865e-07 79.2272 0.26025 
3,6,8-trimethylheptadecane 16.2268 -4104.0248 -2.1446 -1.3224e-10 -9.6459e-07 80.785 0.26052 
4,5,6-trimethylheptadecane 7.0365 -3344.8873 0.80775 9.5523e-11 -1.3073e-06 77.4217 0.25032 
8,8,10-trimethylheptadecane -73.9159 1784.4335 27.4781 -5.4883e-10 -5.8984e-06 77.8914 0.25847 
2,3,5,6,6,7,8,10-octamethyldodecane -101.4525 3398.7922 36.5588 4.8802e-10 -7.2737e-06 78.1943 0.2645 
2,5,6,9,10,13-hexamethyltetradecane 37.1285 -5331.3455 -9.0715 -1.5829e-11 2.9769e-07 79.5528 0.25924 
5,7,8-trimethylheptadecane 46.7045 -5973.8137 -12.2212 8.8549e-13 7.9375e-07 79.4433 0.25921 
3,7,14-trimethylheptadecane -65.4994 1063.8521 24.926 -3.6687e-10 -6.0531e-06 78.4286 0.25822 
2,3,4,5,6,7,8,9-octamethyldodecane -29.7446 -963.7177 12.8222 -2.9472e-10 -3.1634e-06 78.9874 0.25442 
3,4,4,10,11,12-hexamethyltetradecane 45.6165 -5528.0357 -12.1632 1.2589e-10 1.361e-06 76.7139 0.25259 
2,2,11,11-tetramethylhexadecane 52.4543 -6152.0676 -14.2794 1.0621e-10 1.5119e-06 78.2374 0.25035 
2,11,11-trimethylheptadecane -39.7627 -440.1237 16.2816 -4.9439e-10 -4.1018e-06 78.7219 0.26374 
3,4,5,7,8,10-hexamethyltetradecane 22.426 -4256.5796 -4.3337 -6.2498e-11 -3.43e-07 79.3027 0.26223 
2,3,4,5,12-pentamethylpentadecane -61.6659 853.8207 23.6306 2.9448e-11 -5.7604e-06 78.6753 0.26681 
2,4,5,6,7,8,9,10-octamethyldodecane -70.7521 1415.4953 26.5694 3.9759e-10 -5.9834e-06 77.7068 0.2644 
2,5,6,7,9,13-hexamethyltetradecane -22.2244 -1620.456 10.5109 -1.8192e-10 -3.078e-06 78.82 0.25181 
7,7,8-trimethylheptadecane -58.567 1304.9074 21.9951 -4.3003e-10 -4.1189e-06 73.7249 0.26498 
2,2,4,4,9,9,11,11-octamethyldodecane -55.5862 188.4578 21.6996 -6.5148e-10 -5.3433e-06 79.0385 0.25943 
5,9,13-trimethylheptadecane -99.6184 3150.8422 36.1562 -6.2073e-10 -7.7475e-06 77.6265 0.25393 
3,5,7,7,8,9-hexamethyltetradecane 53.0271 -6261.264 -14.3564 -1.4038e-12 1.2437e-06 78.9703 0.2589 
3,10,12-trimethylheptadecane 76.4966 -7833.4973 -22.0957 9.0153e-10 2.5975e-06 79.5658 0.25962 
2,12,15-trimethylheptadecane -24.4552 -1457.4053 11.2406 -2.4967e-10 -3.2341e-06 79.0143 0.2637 
2,8,11,12,13-pentamethylpentadecane -47.8892 -52.9242 19.0903 -1.1107e-10 -4.844e-06 78.1526 0.26287 
4,7,8,9,11-pentamethylpentadecane -37.0232 -725.8952 15.4665 2.0226e-11 -4.1823e-06 78.5206 0.26369 
3,6,8,11,12-pentamethylpentadecane -80.2465 2171.6349 29.5035 -1.3717e-09 -6.0859e-06 78.3548 0.25856 
3,3,4,4,8,12-hexamethyltetradecane 48.9902 -5894.4431 -13.1759 1.3544e-10 1.3416e-06 78.1585 0.25341 
2,5,14,14-tetramethylhexadecane 64.9925 -7057.7148 -18.3014 2.1126e-10 1.9608e-06 79.1588 0.25982 
2,6,9-trimethylheptadecane -1.0058 -2817.0718 3.4437 5.1628e-10 -1.8191e-06 78.0534 0.25348 
4,5,6,11,11-pentamethylpentadecane -63.1291 1040.5903 23.9218 -3.7032e-10 -5.2754e-06 77.4741 0.25697 
2,3,3,7,7-pentamethylpentadecane -68.6951 1229.5382 25.8926 -1.938e-10 -5.8348e-06 78.205 0.26336 
2,6,7,10,14-pentamethylpentadecane 73.4764 -7652.3411 -21.0818 1.4078e-10 2.3745e-06 79.4782 0.25998 
2,4,15-trimethylheptadecane 32.6704 -4953.8193 -7.7303 -2.6768e-11 3.6664e-07 78.5779 0.2507 
2,10,10-trimethylheptadecane 31.3701 -4996.9059 -7.2063 -5.1005e-11 7.9148e-08 80.1117 0.25893 
2,11,12-trimethylheptadecane 29.1227 -4824.1584 -6.567 -2.0836e-10 1.5972e-07 80.8593 0.2608 
2,3,14,15-tetramethylhexadecane 40.7402 -5589.4043 -10.2964 3.3528e-11 5.9505e-07 80.1327 0.26071 
2,5,6-trimethylheptadecane 46.1071 -5940.9174 -12.0614 7.6782e-11 8.772e-07 80.1664 0.26 
2,12,13-trimethylheptadecane -32.3304 -868.5337 13.7334 -1.964e-10 -3.3577e-06 78.7344 0.26352 
2,5,8,11,12-pentamethylpentadecane 56.2593 -6518.4959 -15.3766 5.4055e-11 1.3395e-06 79.0605 0.25897 
6,8,11-trimethylheptadecane -38.8565 -452.6949 15.89 -3.043e-10 -3.8313e-06 78.1672 0.2643 
2,3,6,10,11,13-hexamethyltetradecane -29.7346 -1328.0546 13.1271 -5.285e-11 -3.8009e-06 78.8725 0.25916 
6,9,12-trimethylheptadecane -96.6299 3067.1354 35.064 1.3502e-11 -7.4172e-06 77.9063 0.25894 
2,2,3,4,6,7,8,9-octamethyldodecane -45.1739 9.5381 18.0178 -5.9267e-11 -4.4415e-06 78.4784 0.2556 
2,3,4,5,5,6,7,8,9-nonamethylundecane 31.7542 -4785.9414 -7.4885 -3.6844e-11 3.4497e-07 78.0506 0.25331 
2,2,3,5-tetramethylhexadecane 70.9548 -7462.7787 -20.2617 3.8334e-10 2.2408e-06 79.1132 0.25909 
2,13,15-trimethylheptadecane 87.2999 -8502.9354 -25.7165 2.2936e-09 3.3019e-06 78.6088 0.24781 
2,2,16-trimethylheptadecane 72.0084 -7479.0741 -20.6511 2.2416e-10 2.4317e-06 79.7393 0.25969 
3,10,13-trimethylheptadecane 39.1759 -5534.2674 -9.7148 1.0954e-11 3.3247e-07 80.1406 0.25898 
5,10,11-trimethylheptadecane -66.8717 1410.5537 24.9952 -1.2418e-09 -4.9873e-06 78.0825 0.25476 
2,4,7,10,11,11-hexamethyltetradecane -32.7649 -922.2941 14.0045 -6.3188e-10 -3.7483e-06 77.7103 0.26328 
2,4,6,8,11-pentamethylpentadecane -32.2836 -548.6561 13.4399 -3.0038e-10 -2.8066e-06 76.4499 0.25876 
2,2,5,5,9,10,12-heptamethyltridecane -43.821 -308.5708 17.7847 1.3344e-09 -4.7533e-06 78.7934 0.26197 
4,5,6,7,8,9-hexamethyltetradecane -19.3972 -1644.4656 9.5542 -4.7077e-10 -2.9912e-06 78.5765 0.25279 
3,7,7-triethyl-3,4,9-trimethyl-undecane -118.3922 4718.1935 42.0263 -7.7118e-10 -8.1425e-06 74.5545 0.25867 
2,2,4,4,5,6,8,10,10-nonamethylundecane 57.113 -6580.5038 -15.6652 4.9194e-11 1.3632e-06 78.8521 0.25939 
3,12,14-trimethylheptadecane -57.6759 685.1041 22.1106 1.1632e-09 -4.8618e-06 76.5159 0.25291 
2,2,6,10,14-pentamethylpentadecane 12.4615 -3471.8379 -1.1921 -2.619e-10 -5.9903e-07 77.1838 0.25644 
3,3,9,12,12-pentamethylpentadecane -92.8187 2872.1427 33.6557 -8.2715e-10 -6.6133e-06 78.4359 0.26188 
2,5,8,11,14-pentamethylpentadecane -52.0139 295.0798 20.3708 -1.0465e-09 -4.9369e-06 77.9845 0.26459 
3,5,6,8,10,12-hexamethyltetradecane -36.5881 -688.675 15.2396 -6.3254e-10 -3.8655e-06 77.1336 0.25142 
2,6,10,10-tetramethylhexadecane -20.6968 -1535.0474 9.8306 -2.5262e-10 -2.6069e-06 76.9279 0.25389 
2,2,6,6-tetramethylhexadecane -52.5114 506.8832 20.2723 -9.5401e-10 -4.2522e-06 77.2671 0.2552 
2,2,3,6,7,7,8,11-octamethyldodecane -21.5846 -1847.2331 10.3367 -4.8311e-10 -3.0334e-06 79.2636 0.25756 
2,2,4,5,9,13-hexamethyltetradecane -19.0424 -1408.3297 9.073 -9.3051e-10 -2.0446e-06 77.3108 0.25806 
2,9,16-trimethylheptadecane 0.14342 -2968.4434 3.099 -1.011e-10 -1.7561e-06 78.7972 0.26051 
2,5,5,10,10,13-hexamethyltetradecane 80.8775 -8038.2628 -23.6053 3.0434e-09 2.9307e-06 78.6128 0.25051 
3,7,10,14-tetramethylhexadecane 32.4428 -4762.5658 -7.7448 -6.0695e-11 4.0244e-07 76.7351 0.25427 
2,2,15-trimethylheptadecane 26.3456 -4564.7244 -5.6414 -7.0927e-11 -1.6427e-08 79.0781 0.26177 
4,4,13,13-tetramethylhexadecane 81.1631 -8101.1537 -23.6439 2.3153e-10 2.8897e-06 79.3618 0.25931 
2,5,10,14-tetramethylhexadecane -143.1872 6087.8943 50.2817 -2.7603e-10 -9.5218e-06 75.9833 0.25787 
2,11,14-trimethylheptadecane 33.5088 -5138.8387 -7.9132 -1.2895e-11 2.1844e-07 80.3121 0.25921 
cyclohexane 48.553 -3087.4 -15.521 0.007383 6.3563e-12 49.06 0.486 
1,trans-2-dimethylcyclobutane 15.916 -1971.1 -2.8217 0 0 41.463 0.38 
1,1-dimethylcyclobutane 15.823 -1948.6 -2.7895 0 0 40.712 0.38 
1,cis-2-dimethylcyclobutane 16.038 -2024 -2.8522 0 0 42.509 0.38 
1,cis-3-dimethylcyclobutane 15.924 -1974.4 -2.8237 0 0 41.528 0.38 
1,trans-3-dimethylcyclobutane 15.877 -1954.6 -2.8119 0 0 41.137 0.38 
ethylcyclobutane 16.301 -2075.7 -2.9106 0 0 43.443 0.38 
isopropylcyclopropane 16.099 -1987.9 -2.865 0 0 41.857 0.38 
1-methyl-1-ethylcyclopropane 16.024 -1974.3 -2.8425 0 0 41.435 0.38 
1-methyl-cis-2-ethylcyclopropane 16.226 -2042.7 -2.8991 0 0 43.021 0.38 
methylcyclopentane 32.477 -2643.4 -8.7933 2.0749e-11 3.2158e-06 44.379 0.397 
1-methyl-trans-2-ethylcyclopropane 16.095 -1986.8 -2.8665 0 0 41.913 0.38 
propylcyclopropane 16.484 -2091.6 -2.9565 0 0 43.908 0.38 
1,1,2-trimethylcyclopropane 15.745 -1916.4 -2.7774 0 0 40.296 0.38 
1,cis-2,cis-3-trimethylcyclopropane 15.999 -2005.8 -2.847 0 0 42.291 0.38 
1,cis-2,trans-3-trimethylcyclopropane 15.902 -1964.3 -2.8228 0 0 41.467 0.38 
cycloheptane 54.086 -3610.9 -17.331 0.0075272 1.7553e-12 50.021 0.382 
cis-1,2-dimethylcyclopentane 36.362 -3002.5 -10.07 -1.0435e-09 3.3726e-06 47.597 0.377 
cis-1,3-dimethylcyclopentane 35.426 -2728.6 -10.444 0.0046608 1.7565e-14 45.52 0.363 
trans-1,3-dimethylcyclopentane 53.191 -3312.1 -17.277 0.0083107 5.0896e-14 48.6 0.406 
trans-1,2-dimethylcyclopentane 36.811 -2953.6 -10.275 -4.6212e-12 3.673e-06 47.56 0.391 
1,1-dimethylcyclopentane 58.194 -3415.1 -19.294 0.0096704 -2.4361e-15 53.692 0.52 
ethylcyclopentane 36.363 -3044.8 -10.038 3.5007e-11 3.2347e-06 49.239 0.391 
methylcyclohexane 38.096 -3073.8 -10.684 -5.1766e-11 3.5282e-06 49.419 0.415 
cyclooctane 73.225 -4454.1 -24.825 0.013715 -2.4083e-06 53.858 0.38 
cis-1,4-dimethylcyclohexane 31.915 -3025.3 -8.3613 5.7055e-12 1.9673e-06 52.6 0.423 
1,1-dimethylcyclohexane 33.133 -3008.4 -8.8498 -4.3621e-10 2.3704e-06 50.424 0.404 
cis-1,2-dimethylcyclohexane 32.164 -3072.8 -8.4344 6.8943e-10 1.9558e-06 52.848 0.416 
trans-1,2-dimethylcyclohexane 31.936 -2988.9 -8.4129 -6.9874e-11 2.1641e-06 51.194 0.405 
trans-1,3-dimethylcyclohexane 32.438 -3055 -8.5372 2.2892e-10 2.0099e-06 52.97 0.426 
